"","DT2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39",38,41.7019373872122,41.6790134759594,41.7748375747392,41.9139607144345,42.0723567134734,42.2393922889326,42.40980173084,42.5808820226818,42.7512622278277,42.9202914977285,43.0877119329441,43.2534765663971,43.4176462364479,43.5803311028002,43.7416579992322,43.9017528739249,44.0607320181414,44.2186983421366,44.3757404672875,44.5319333093511,44.687339375536,44.842010329742,44.9959885801998,45.1493087629055,45.3019990639729,45.4540823636455,45.6055772061353,45.7564986100824,45.9068587387638,46.0566674500123,46.2059327447717
"40",39,40.7659148665531,40.7431948157938,40.8381702199474,40.9760772777658,41.1331117004407,41.2987375949297,41.4677361820983,41.6374274120366,41.806451085224,41.9741606739129,42.1402992439997,42.3048190999804,42.467779568498,42.6292890083942,42.7894724233595,42.9484540301897,43.1063485418718,43.2632574580545,43.4192681512612,43.5744544347509,43.7288778408153,43.8825891671071,44.0356300468266,44.1880344168186,44.3398298268572,44.4910385727503,44.6416786572036,44.791764592969,44.9413080671432,45.0903184863308,45.2388034213868
"41",40,39.8328779072028,39.8103624023814,39.904486070878,40.0411718209645,40.1968375802743,40.3610450509817,40.5286225685118,40.6969132135821,40.8645676640338,41.0309438292208,41.1957858354484,41.3590453364973,41.5207802115351,41.6810970727056,41.8401191404213,41.9979689416265,42.154759648809,42.3105913861124,42.4655503103752,42.6197091640927,42.7731285352624,42.9258583850033,43.0779396004075,43.2294054473653,43.3802828668126,43.5305935969377,43.6803551250683,43.8295814835024,43.9782839078863,44.1264713776136,44.2741510567485
"42",41,38.9020984949577,38.8797855066743,38.9730657071862,39.1085411571769,39.2628493818903,39.4256485884807,39.5918137819398,39.7587110262534,39.9250018681193,40.0900487073853,40.2535968082161,40.4155972569213,40.5761065659225,40.7352296755987,40.8930880914008,41.0498027124247,41.2054852270922,41.3602344357515,41.5141353273365,41.6672596181131,41.8196669936313,41.9714066180793,42.1225186701435,42.2730357808254,42.4229843168527,42.5723854921389,42.7212563108083,42.8696103557964,43.0174584413737,43.1648091488325,43.3116692636324
"43",42,37.9728509766772,37.9507388170672,38.0431824557887,38.1774569419671,38.3304172867783,38.4918173137855,38.6565783220147,38.8220892211675,38.9870224021332,39.1507447826024,39.3130028136641,39.4737470699942,39.6330327528132,39.7909631829671,39.947658198877,40.1032371154049,40.2578101766067,40.411474895357,40.5643151261671,40.716401590195,40.867793099707,41.0185380494913,41.1686759359841,41.3182387802788,41.4672523988529,41.6157375043992,41.7637106400784,41.9111849609559,42.0581708807257,42.2046766027251,42.350708553334
"44",43,37.0463254821479,37.024413565588,37.116022920935,37.2490989670603,37.4007131990458,37.5607146665921,37.7240708435193,37.8881934873707,38.0517658860774,38.2141595451571,38.3751221743571,38.5346039038254,38.6926586840455,38.8493882701336,39.0049108814061,39.1593442915458,39.3127973393945,39.4653662864296,39.6171338864048,39.7681698971334,39.9185322878407,40.0682687129148,40.2174180144993,40.3660116308326,40.51407485439,40.6616279221521,40.8086869411297,40.9552646626692,41.1013711233955,41.2470141715696,41.3921998967528
"45",44,36.1236471443178,36.1019358711578,36.1927090874659,36.3245831567162,36.474846060026,36.6334421310646,36.7953851264455,36.9581097749336,37.1203103796336,37.2813631381616,37.4410171074816,37.5992220473724,37.7560307197983,37.9115433670234,38.0658766351014,38.2191467972103,38.371461323917,38.522915259562,38.6735902894743,38.8235552390498,38.972867264345,39.1215733083926,39.2697115874013,39.4173129845104,39.5644022953892,39.7109993079628,39.8571197192128,40.0027759023468,40.1479775419513,40.2927321556819,40.4370455201824
"46",45,35.2058397065832,35.1843302300532,35.2742622969509,35.4049262367273,35.5538272889276,35.7110054710647,35.8715211023174,36.0328320963702,36.1936439371929,36.3533376428388,36.5116637170092,36.6685716269896,36.8241130082995,36.9783866411908,37.1315076414956,37.2835908196321,37.4347423121109,37.5850559780444,37.7346124647477,37.8834796946368,38.0317140393852,38.1793617589911,38.3264604716801,38.4730405331123,38.6191262694426,38.7647370464844,38.9098881777587,39.0545916844944,39.1988569249585,39.3426911114499,39.4860997324459
"47",46,34.2909899337085,34.2696774090251,34.3587883148966,34.4882699236394,34.6358390390167,34.7916289127722,34.9507453191364,35.1106688792282,35.2701160898694,35.4284727735804,35.5854909364421,35.741119838993,35.8954100850509,36.0484590863341,36.200380516161,36.3512878026061,36.5012858212102,36.6504673122451,36.7989119455712,36.9466867962481,37.0938475030725,37.2404396910992,37.3865004258297,37.5320595783436,37.6771410461936,37.8217638123037,37.9659428444966,38.1096898485028,38.2530138916086,38.395921915059,38.5384191525156
"48",47,33.3783449828242,33.3572234112107,33.4455379847253,33.5738721636096,33.720147446923,33.8745873432936,34.032341703867,34.1909132329928,34.3490291914705,34.5060801462097,34.6618196380926,34.8161967952528,34.9692612796503,35.1211092264269,35.2718529541226,35.4216045894227,35.5704678204684,35.7185343352279,35.8658828863675,36.012579756451,36.1586799017083,36.3042283587703,36.4492616837917,36.5938093040423,36.7378947270733,36.8815365896984,37.024749549275,37.1675450299414,37.3099318407518,37.4519166836224,37.593504568206
"49",48,32.4701801367337,32.4492511715418,32.5367623855733,32.6639383945646,32.8089068560574,32.9619822158927,33.1183587869285,33.2755615955091,33.4323288211961,33.5880558778762,33.7424979102903,33.8956039615275,34.0474227851272,34.198049264338,34.3475943822737,34.4961689804917,34.6438755743401,34.7908048133283,34.9370345465454,35.0826302777434,35.2276462944794,35.3721270591147,35.5161086328631,35.6596200138033,35.8026843342628,35.9453198998201,36.0875410722814,36.2293590090897,36.3707822758967,36.5118173500083,36.6524690316377
"50",49,31.5686409419772,31.5479134539831,31.6345842254489,31.7605482165616,31.9041485434964,32.0557947135957,32.2107275508626,32.3664954613611,32.5218480848077,32.6761859437981,32.8292658957085,32.9810369250224,33.1315468610402,33.2808892998036,33.4291738469195,33.5765100168242,33.7229991135978,33.8687307147946,34.0137817377685,34.1582168844166,34.3020897551942,34.4454442237675,34.5883158453719,34.73073318067,34.8727189808378,35.0142912161465,35.1554639502586,35.2962480724959,35.4366519045908,35.5766816994208,35.7163420484678
"51",50,30.6756764451719,30.655165759835,30.7409321198248,30.865591655185,31.0077192356511,31.1578266303139,31.3112047133386,31.4654270635353,31.6192556713944,31.7720965756789,31.9237084937776,32.0740403619974,32.2231390278734,32.3710967133185,32.5180215512227,32.6640216364396,32.8091969773257,32.9536360050322,33.0974146409677,33.2405967305337,33.3832351409429,33.5253731183405,33.6670456793146,33.8082809195472,33.9491011856819,34.0895240926998,34.2295633888786,34.369229680377,34.5085310317219,34.6474734594714,34.786061335591
"52",51,29.7899275003398,29.7696444878241,29.8544610275101,29.9777503197992,30.1183304599463,30.2668205571918,30.4185640461656,30.5711609626356,30.7233862959671,30.8746519065494,31.024718491248,31.1735349585658,31.3211471445734,31.4676458449178,31.6131376604937,31.7577292082829,31.9015191475966,32.0445947164431,32.1870308004387,32.3288903551668,32.4702254871162,32.6110787924807,32.7514847310356,32.8914709188552,33.031059286322,33.1702670837472,33.3091077365285,33.447591561668,33.5857263616785,33.7235179129182,33.8609703646757
"53",52,28.9094678848929,28.8894179493247,28.9732620401493,29.0951480570782,29.2341428982061,29.3809754955058,29.5310430921057,29.6819728372859,29.8325530654131,29.9822016343799,30.1306813017165,30.2779409771833,30.4240254868148,30.5690241879394,30.7130421320069,30.8561844397618,30.9985484045336,31.1402200567696,31.2812732347631,31.421769995609,31.5617616790333,31.7012902275519,31.8403895423727,31.9790867598506,32.1174033953383,32.2553563367866,32.3929586898775,32.5302204862826,32.667149270832,32.8037505843886,32.9400283585351
"54",53,28.0357340104376,28.0159267702515,28.0987582229988,28.2191826958044,28.356526018259,28.5016314309645,28.6499522064379,28.7991437466501,28.9480083083442,29.0959700211583,29.242793812594,29.388428614816,29.5329182202022,29.6763505038934,29.8188289173955,29.9604570353546,30.1013307394797,30.2415348127184,30.3811420121156,30.5202134680663,30.6587997304509,30.7969420694675,30.9346738128723,31.0720216055354,31.2090065385686,31.3456451304227,31.4819501615842,31.6179313742361,31.7535960524078,31.8889494991623,32.0239954266989
"55",54,27.1700477982755,27.150496769903,27.2322591515787,27.3511404621303,27.4867397983812,27.6300210476171,27.7764966326004,27.9238517940868,28.0709035030944,28.2170825268555,28.3621560987271,28.5060731876065,28.6488765058636,28.7906523735404,28.9315025614738,29.0715290195303,29.2108261458978,29.3494774127508,29.487554441502,29.625117389806,29.7622159790896,29.8988907750309,30.0351745051319,30.1710933004548,30.3066678092206,30.4419141647111,30.5768448089526,30.7114691832998,30.8457943011749,30.9798252192481,31.113565422699
