"","H2","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1"
"35",34,45.4469624779921,45.6107487232003,45.7823498436363,45.9456282628456,46.1148951142672,46.2777211951799,46.4449752313717,46.6071791877058,46.7726118761902,46.9340521313622,47.0978077910616,47.2583776879035,47.4205681637329,47.5801884980826,47.7409010730753,47.8995135588561,48.0588167629087,48.2163789985175,48.3743270206483,48.5308086524706,48.6874447032188,48.8428245047323,48.9981833797696,49.1524470284044,49.3065570637217,49.4596954493061,49.6125800129155,49.7645879510985,49.9162665816423,50.0671418358348,50.2176311121926
"36",35,44.5015783869826,44.6641475587124,44.8344964271421,44.9966048223689,45.1646805979538,45.3263816733306,45.49250103583,45.6536245885729,45.8179754124885,45.9783791872287,46.141102709708,46.3006790989696,46.461884451564,46.6205531114917,46.7803251495536,46.9380265308295,47.0964315824421,47.2531219450637,47.4102121789636,47.5658597909478,47.7216765458886,47.8762587878247,48.0308351114638,48.1843362716548,48.3376988571307,48.4901084530486,48.6422791165732,48.7935906174165,48.9445874260891,49.0947972810137,49.2446354140737
"37",36,43.557254202405,43.7185628711069,43.8876153092,44.0485128766323,44.2153565179933,44.3758942604139,44.5408407478458,44.7008479566042,44.8640813599161,45.0234150046105,45.1850732931863,45.3436247133451,45.5038141388505,45.6615017451399,45.8203045844047,45.9770674579094,46.1345476992833,46.2903406564318,46.4465483213081,46.6013381489578,46.7563125865419,46.9100751727676,47.0638475730446,47.2165657210589,47.3691610318345,47.5208227947434,47.6722611843938,47.8228585970354,47.973156570938,48.122684684446,48.2718559373936
"38",37,42.6135189339852,42.773540401932,42.9412692968135,43.1009310368217,43.2665174311956,43.4258684388224,43.5896187671443,43.748487764963,43.9105821536047,44.0688252695365,44.2293982980966,44.3869057486056,44.5460606796014,44.7027495584407,44.8605659912397,45.016373938636,45.1729134314559,45.3277937502376,45.4831040939337,45.6370220216999,45.7911404989242,45.9440703655208,46.0970262369899,46.2489492974813,46.400765698869,46.5516684817418,46.7023638711036,46.8522369194451,47.0018261818704,47.1506630942635,47.2991583851282
"39",38,41.6712094300314,41.8299221736995,41.9963051097053,42.1547098253831,42.3190171374715,42.4771605427079,42.6396934198665,42.7974036991112,42.9583383038434,43.1154707686087,43.2749382759121,43.4313820388136,43.5894827108241,43.7451535630139,43.9019643128823,44.056798464132,44.2123784128713,44.3663276596747,44.5207223616227,44.673750397048,44.8269950629833,44.9790746613018,45.1311966176963,45.282307486769,45.4333280523075,45.5834551955241,45.7333911130422,45.882523580067,46.0313881093185,46.1795180435002,46.3273217951755
"40",39,40.7311269379017,40.8885145555271,41.0535338090307,41.2106641463851,41.373673904246,41.5305914968052,41.6918877883929,41.8484203974787,42.0081755092198,42.1641777383631,42.3225195239427,42.4778794821925,42.6349052819181,42.7895375502343,42.9453216649836,43.0991611076724,43.2537602906969,43.4067572759713,43.5602149101303,43.7123316581196,43.8646809430494,44.0158887380343,44.1671551224913,44.3174321851324,44.4676352232581,44.6169650866664,44.7661198545719,44.9144901249887,45.0626083017794,45.2100097128396,45.3571004055547
"41",40,39.7940103190773,39.9500638206193,40.1137087729001,40.2695535266152,40.4312530191432,40.5869315563757,40.7469766601677,40.902316505176,41.0608758186737,41.2157310468042,41.372929276471,41.5271871643254,41.6831188903689,41.8366929704025,41.9914300321505,42.1442539752289,42.2978508988971,42.44987378737,42.6023719158293,42.7535546299297,42.9049852745304,43.0552977325537,43.2056845790572,43.3551036298263,43.5044645748456,43.652972388335,43.8013209409534,43.9489037793338,44.096250130747,44.2428974099276,44.3892492496427
"42",41,38.8591858270816,39.0139140137663,39.1761923930518,39.3307575365816,39.4911515752831,39.645594395866,39.8043904621161,39.9585384255631,40.1159016566378,40.2696084873898,40.4256606494227,40.5788129653302,40.7336460689411,40.8861565221016,41.0398401216291,41.1916413508326,41.3442279098328,41.4952678654451,41.6467968403054,41.7970352087159,41.9475361661346,42.0969416377797,42.2464366350701,42.3949848171981,42.5434902195388,42.6911620415562,42.8386899091745,42.9854704042906,43.1320295511784,43.2779069255024,43.4235037272831
"43",42,37.9259229487376,38.079333858463,38.2402530450366,38.3935446363669,38.5526385342301,38.7058498437903,38.8634002927019,39.0163588435874,39.1725276736214,39.325086955293,39.4799931326087,39.6320392187597,39.7857723136985,39.9372170878273,40.0898444897174,40.2406196664753,40.3921918881002,40.5422443893848,40.6927991053587,40.8420875224749,40.9916526530656,41.140144542443,41.2887406087799,41.4364104250096,41.5840523475677,41.7308798635252,41.8775783352207,42.0235474344203,42.1693099686976,42.314407722087,42.4592394527119
"44",43,36.9953885966972,37.1474821458744,37.3070408682458,37.4590566021163,37.6168468719191,37.7688222900407,37.9251216035741,38.0768844319024,38.2318514806418,38.3832551176644,38.5370062233396,38.6879363389117,38.840558776178,38.9909266205375,39.1424857488693,39.2922222421367,39.4427667503585,39.5918179094436,39.7413838096631,39.889707247981,40.038320926354,40.1858831772337,40.3335637245405,40.4803381946321,40.6270991863696,40.7730645907072,40.9189154464131,41.0640546116787,41.2090016326649,41.353300581905,41.4973477432266
